ind,fc,fy,b,d,szx,szy,ag,nu,mu
1589,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,32.906240637576154,1.5355455015348174
1590,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,33.43496926594182,1.3117850159792157
1591,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,33.961919533588066,1.0811467801205559
1592,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,34.48717537282799,0.843610184189588
1593,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.0108155160379,0.5991558952733024
1594,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.114677463639545,0.5597421721048161
1595,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.162205702051736,0.5480715057044913
1596,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.2083270324578,0.5367463087459975
1597,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.2531030136598,0.5257514653263095
1598,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.29659166477195,0.5150727287207477
1599,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.33884771603427,0.5046966597951446
1600,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.37992283859775,0.4946105705815388
1601,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.41986585530965,0.4848024725194059
1602,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.458722934306834,0.47526102891835514
1603,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.49653776703106,0.4659755112460813
1604,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.533351732109374,0.45693575888715565
1605,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.56920404639193,0.44813214205535296
1606,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.60413190430622,0.43955552757491656
1607,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.63817060656864,0.43119724727512154
1608,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.67135367918992,0.42304906876823
1609,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.70371298361754,0.4151031684037734
1610,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.73527881877596,0.4073521062123529
1611,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.7660800156914,0.3997888026702921
1612,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.79614402532259,0.39240651713261016
1613,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.82549700015959,0.38519882779624526
1614,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.85416387010078,0.378159613068281
1615,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.882168413070595,0.37128303422562403
1616,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.90953332079833,0.3645635192628252
1617,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.9362802601408,0.35799574783421745
1618,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.962429930296686,0.35157463720476434
1619,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,35.988002116230554,0.345295329131673
1620,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.013015738596,0.33915317760569086
1621,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.0374889004228,0.33314373738691455
1622,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.06000782495565,0.3270744498739436
1623,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.08113998949651,0.3210137242295137
1624,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.10182989247737,0.3150798396369366
1625,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.122091273835146,0.30926885546874555
1626,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.14193731018742,0.30357699265800414
1627,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.161380643408734,0.29800062550263684
1628,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.18043340748472,0.2925362739635734
1629,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.19910725376419,0.28718059642248156
1630,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,36.21741337471931,0.28193038286730615
1631,36.0,490.0,950.0,950.0,0.03763621052631579,0.03763621052631579,0.01408,37.068352000000004,0.0
1632,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-10.348800000000002,0.0
1633,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-9.135728571428572,0.5824909056122448
1634,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-7.593657295126303,1.218590859792586
1635,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-5.863395187125118,1.9216622377924488
1636,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-4.585017003395588,2.4390439517287144
1637,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-3.551997669172933,2.8522590574295887
1638,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-2.648740994902512,3.1797296856843387
1639,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-1.657012530998155,3.5353139531703315
1640,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,-0.7737376524219408,3.8463571587383565
1641,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,0.04086222030804944,4.1246125042454045
1642,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,0.9563719323308262,4.396657992601359
1643,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,1.80145690010741,4.642856222725633
1644,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,2.591693106769758,4.867306137547693
1645,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,3.3775448217727386,5.07298091398116
1646,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,4.157655856523515,5.247916985995764
1647,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,4.948050451872715,5.422135223744517
1648,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,5.702314907688928,5.582757004554196
1649,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,6.482631987870227,5.72338382648154
1650,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,7.277485117679516,5.846949833667722
1651,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,8.041045340670877,5.960627980218436
1652,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,8.777666129017545,6.0647762819374
1653,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,9.558360781954883,6.141944135835828
1654,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,10.33091056052263,6.206900424026831
1655,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,11.025223076176868,6.25769141964161
1656,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,11.759030491904284,6.30563621338415
1657,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,12.722403790286524,6.24817387244994
1658,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,13.6224195266655,6.179929828865538
1659,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,14.49254334690406,6.111851685194146
1660,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,15.335808515692959,6.0431803792560155
1661,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,16.154851326840586,5.973256189223791
1662,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,16.951973986556556,5.901502997335972
1663,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,17.675339910366464,5.827415453052145
1664,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,18.43443985006634,5.750548430953609
1665,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,19.17699070783784,5.670508318652302
1666,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,19.90438847689338,5.586945774511817
1667,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,20.617876433095358,5.499549673792864
1668,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,21.318565462521487,5.408042021762508
1669,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,22.00745122636378,5.312173658247887
1670,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,22.68542872272548,5.211720613605607
1671,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,23.353304694523917,5.1064810036943955
1672,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,23.95795224624639,5.0033586888645205
1673,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,24.60774396412718,4.888015728512595
1674,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,25.249423780220116,4.767388307866175
1675,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,25.88353777767203,4.641339771833787
1676,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,26.51058409985994,4.509745462056816
1677,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,27.131018098108704,4.3724914287140635
1678,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,27.745256830046806,4.229473304826425
1679,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,28.353683002199265,4.080595319639067
1680,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,28.902792435308392,3.9399420630178668
1681,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,29.500621118455356,3.779087194852129
1682,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,30.09361190780406,3.6121285591785672
1683,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,30.68204091729323,3.438997059604487
1684,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.26616364153442,3.259628759640153
1685,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.846216845271073,3.073964409869332
1686,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.42242024880729,2.881949026177537
1687,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.994978034655986,2.6835315127195076
1688,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,33.56408019714654,2.478664324185325
1689,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,33.94140775376268,2.3417094784574863
1690,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,34.50411783446023,2.1238130208557258
1691,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,35.06093715988107,1.8985712250753655
1692,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,35.61434704590192,1.6665630343718294
1693,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,36.165189580179955,1.4279407495134073
1694,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,36.71358593260379,1.1826713170965883
1695,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.25964976611106,0.9307237315061653
1696,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.38525138060639,0.8840452909128956
1697,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.45386609099019,0.8653281844218046
1698,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.520449701787676,0.8471651326959179
1699,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.58509108310042,0.8295318932492426
1700,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.64787399491726,0.8124056175610834
1701,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.7088774492044,0.7957647523030338
1702,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.768176041637595,0.7795889488472578
1703,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.82584025590477,0.7638589802570379
1704,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.88193674318945,0.7485566650478098
1705,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.93652857916456,0.7336647970828413
1706,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,37.98967550058043,0.7191670810355044
1707,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.04143412331231,0.7050480729090369
1708,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.09185814354067,0.6912931251573932
1709,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.140998523567404,0.6778883359973406
1710,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.18890366361925,0.6648205025428875
1711,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.23561956085631,0.652077077430081
1712,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.2811899566836,0.6396461286325239
1713,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.32565647335731,0.6275163021971428
1714,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.36905874078261,0.6156767876555814
1715,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.41143451431489,0.6041172858897085
1716,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.45281978430043,0.5928279792505251
1717,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.493248878024446,0.5817995037481495
1718,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.53275455467366,0.5710229231474326
1719,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.571368093865246,0.5604897048185388
1720,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.60911937824522,0.5501916972052572
1721,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.64603697061453,0.5401211087861496
1722,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.68214818600127,0.53027048841429
1723,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.717479159061085,0.520632706931346
1724,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.750623801301,0.5110126365588697
1725,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.782156953076836,0.5014762259570604
1726,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.81303016768108,0.4921393967952681
1727,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.84326394767588,0.48299594858796513
1728,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.872877955045304,0.47403993506139236
1729,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.901891053836465,0.4652656512577798
1730,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.930321350231104,0.4566676214167473
1731,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.958186230226254,0.44824058757968516
1732,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,38.985502395088965,0.4399794988674259
1733,36.0,490.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,40.302527999999995,0.0
1734,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-13.7984,0.0
1735,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-12.58532857142857,0.5824909056122443
1736,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-11.043257295126303,1.2185908597925854
1737,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-9.312995187125118,1.9216622377924482
1738,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-8.034617003395589,2.4390439517287144
1739,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-7.001597669172933,2.8522590574295883
1740,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-6.098340994902513,3.1797296856843387
1741,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-5.106612530998155,3.53531395317033
1742,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-4.22333765242194,3.846357158738356
1743,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-3.395267978976571,4.126384846444797
1744,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-2.228659646616543,4.431469626950388
1745,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-1.1724468592910864,4.705447833331094
1746,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,-0.20221321100956782,4.953581622050414
1747,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,0.7780841842634723,5.179687909416378
1748,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,1.8159589173056185,5.372430026378738
1749,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,2.832994039945063,5.562304353183727
1750,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,3.78809178052796,5.73679948590163
1751,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,4.832121490632658,5.878684479976283
1752,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,5.9326421294750595,5.994312445896026
1753,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,6.972141600022497,6.1008245801313965
1754,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,7.959109173012789,6.198471493745002
1755,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,8.967960781954885,6.269714218938322
1756,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,9.9493027259198,6.329248272917139
1757,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,10.754623627325092,6.364429036907494
1758,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,11.66521860825333,6.407782740833533
1759,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,12.792069211135946,6.346074971285222
1760,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,13.843700642944567,6.273893539488485
1761,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,14.8548243379274,6.202153695468815
1762,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,15.829550794964426,6.130068401781861
1763,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,16.771452561739913,6.056953622527998
1764,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,17.683649450407085,5.982212007104398
1765,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,18.46116605209875,5.905319580257851
1766,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,19.321836824856256,5.825814811455949
1767,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,20.16008127163606,5.743289581711559
1768,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,20.977791158940967,5.657381674389392
1769,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,21.776651299855523,5.5677684982364175
1770,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,22.55816710074674,5.4741618130135805
1771,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,23.323687822108457,5.376303275740668
1772,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,24.074426311837595,5.273960662364814
1773,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,24.811475819681945,5.166924648297288
1774,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,25.401184384432696,5.0727218431706245
1775,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,26.113727193042845,4.955749266542833
1776,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,26.815277237547956,4.833567044258284
1777,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,27.506574537165697,4.706033484797075
1778,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,28.188294146005127,4.573019335512187
1779,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,28.861053128945713,4.434406446957563
1780,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,29.525416657540067,4.290086605705236
1781,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,30.181903352780047,4.139960511365671
1782,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,30.777133981092145,3.9981095090241734
1783,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,31.41925959310039,3.83610427047596
1784,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,32.05482918080257,3.6680398834601142
1785,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,32.68421691729322,3.493844705033848
1786,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,33.30776903358804,3.313452442325744
1787,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,33.92580637910566,3.126801662280136
1788,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,34.538626705660086,2.933835354340988
1789,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,35.14650670918001,2.7345005395237654
1790,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,35.74970385861647,2.528747920234408
1791,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,36.159962037475466,2.3909378817544225
1792,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,36.75449701999617,2.1722149464391034
1793,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,37.3420902978997,1.9461739656046606
1794,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,37.92527439950459,1.7133925525435056
1795,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,38.50493935067176,1.4740217630913581
1796,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,39.08125124280952,1.2280273772539894
1797,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,39.654365877310426,0.9753772951003643
1798,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,39.80619312170924,0.9280177872485194
1799,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,39.90024548082069,0.9086400769989196
1800,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,39.99151374732847,0.8898359763885867
1801,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.08011973829862,0.8715803873143834
1802,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.16617826620366,0.853849654837235
1803,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.24979763525092,0.8366214649230183
1804,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.33108009609836,0.8198747507570353
1805,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.41012226297192,0.8035896068048095
1806,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.48701549676212,0.7877472098823144
1807,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.56184625729385,0.7723297465774018
1808,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.63469642762488,0.757320346434281
1809,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.705643612930515,0.7427030203739315
1810,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.77476141626794,0.7284626038781163
1811,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.842119693280196,0.7145847045124153
1812,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.90778478769272,0.7010556534066307
1813,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,40.971819749271326,0.6878624603486652
1814,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.034284535746785,0.6749927721817811
1815,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.09523620006538,0.6624348342251519
1816,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.1547290641947,0.6501774544644721
1817,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.21281488059749,0.6382099702833404
1818,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.26954298238254,0.6265222175274816
1819,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.32496042304814,0.6151045017132513
1820,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.379112106650226,0.6039475712089843
1821,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.43204090915186,0.5930425922331842
1822,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.48378779164344,0.5823811255276662
1823,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.53439190606187,0.5719551045761275
1824,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.583890693982234,0.5617568152499679
1825,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.632319979005686,0.5517788767735033
1826,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.67613628858663,0.5415434654050839
1827,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.71674966731362,0.5312250256878632
1828,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.75651307460494,0.5211225339979925
1829,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.795452916901915,0.5112292813818898
1830,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.83359451801646,0.5015388339442604
1831,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.87096217405116,0.4920450188947945
1832,36.0,490.0,950.0,950.0,0.071104,0.071104,0.02816,41.9075792050097,0.482741911435817
