ind,fc,fy,b,d,szx,szy,ag,nu,mu
164,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.382982871701238,0.6239996413083196
165,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.45096580577735,0.6034399085586555
166,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.516874954613755,0.583507340124388
167,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.580803782337195,0.5641736701253559
168,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.642840219714373,0.5454123061073237
169,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.70306706766917,0.5271982070082896
170,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.76156236599608,0.5095077716503997
171,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.815713684210525,0.49231873671326315
172,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.865466649569104,0.4756100832612966
173,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.913848331783523,0.4593619509998727
174,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,31.960914652822368,0.4435555595249254
175,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.00671853471368,0.42817313590934675
176,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.05131009804797,0.41319784803927695
177,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.09473684492544,0.39861374317452053
178,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.1370438277512,0.3844056912616463
179,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.17827380513948,0.370559332576324
180,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.21846738606103,0.3570610293139602
181,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.25766316325505,0.3438978207856737
182,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.295897836827216,0.331057381910078
183,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.33320632886564,0.3185279847215318
184,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.369621889827364,0.3062984626421263
185,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.4051761973764,0.29435817728867997
186,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.43989944829109,0.28269698760725825
187,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.473820444001,0.271305221147156
188,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.50696667026277,0.2601736473031239
189,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.539207482400265,0.24931409566491017
190,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.56646206819654,0.23925839411311825
191,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.59311476902903,0.2294247607156409
192,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.61918530501555,0.21980591964664506
193,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.64469254410264,0.21039490949271403
194,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.66965454760497,0.20118506645086734
195,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.694088612855346,0.1921700085926648
196,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.71801131317696,0.18334362111625221
197,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.74143853537189,0.17470004251481938
198,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.76438551490422,0.16623365159562217
199,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.786866868941345,0.15793905528924443
200,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.8088966274042,0.14981107719350645
201,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.83048826216485,0.14184474680084438
202,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,32.8516547145192,0.13403528936214087
203,30.0,390.0,950.0,950.0,0.05703326315789474,0.05703326315789474,0.021120000000000003,33.19824,0.0
204,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-10.9824,0.0
205,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-9.916864285714285,0.5105057716836736
206,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-9.048331937983445,0.8763400431494929
207,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-7.375608758553687,1.5528459375734631
208,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-6.154769503395587,2.0442044723356236
209,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-5.336369097744361,2.3699334401062804
210,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-4.478155352045369,2.700556024306282
211,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-3.5439658167124404,3.0317440258235266
212,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-2.718229866707654,3.3189332698245875
213,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-1.9701487896926773,3.5726953967001975
214,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-1.2786297180451134,3.8000699912659432
215,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,-0.27995585929108396,4.051821149285043
216,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,0.6327388604190056,4.278270194044541
217,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,1.432284932754419,4.471423515536677
218,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,2.1495351525745994,4.629290995524209
219,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,3.000915069834026,4.767795313462264
220,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,3.828182232177159,4.895028216011041
221,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,4.6110940875669835,5.011716798214922
222,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,5.356452170621507,5.118439496105287
223,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,6.229758386833669,5.194606526360429
224,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,7.113070518291864,5.256703244533498
225,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,7.954922706766918,5.312296757363332
226,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,8.648393312790954,5.346589669998446
227,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,9.466587382940649,5.377425370521719
228,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,10.279918333213928,5.395572841685706
229,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,11.063301196911198,5.408446051663414
230,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,11.819995440199333,5.415881976985428
231,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,12.658108480784547,5.3761728994378
232,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,13.57529600925014,5.291079732219595
233,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,14.459658847454202,5.205499383836269
234,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,15.224556807549947,5.118834503684989
235,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,16.05224648067018,5.030561116512551
236,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,16.851063419946925,4.939082190494609
237,30.0,390.0,950.0,950.0,0.071104,0.071104,0.02816,17.620436802614847,4.843278468296199
